Nomer, Name, Genres
2260,Wisdom (1986),Crime|Drama|
2264,We're No Angels (1989),Comedy|Crime|
2268,Few Good Men, A (1992),Crime|Drama|Thriller|
2272,One True Thing (1998),Drama|
2276,Soldier's Daughter Never Cries, A (1998),Drama|
2280,Clay Pigeons (1998),Crime|
2284,Bandit Queen (1994),Drama|
2288,Thing, The (1982),Action|Horror|Sci-Fi|Thriller|
2292,Overnight Delivery (1998),Comedy|Romance|
2296,Night at the Roxbury, A (1998),Comedy|
2300,Producers, The (1968),Comedy|
2304,Love Is the Devil (1998),Drama|
2308,Detroit 9000 (1973),Action|Crime|
2312,Children of a Lesser God (1986),Drama|
2316,Practical Magic (1998),Drama|Fantasy|Mystery|Romance|
2320,Apt Pupil (1998),Drama|Thriller|
2324,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War|
2328,Vampires (1998),Horror|Western|
2332,Belly (1998),Crime|Drama|
2336,Elizabeth (1998),Drama|
2340,Meet Joe Black (1998),Romance|
2344,Runaway Train (1985),Action|Adventure|Drama|Thriller|
2348,Sid and Nancy (1986),Drama|
2352,Big Chill, The (1983),Comedy|Drama|
2356,Celebrity (1998),Comedy|
2360,Celebration, The (Festen) (1998),Drama|
2364,Godzilla 1985: The Legend Is Reborn (Gojira) (Godzilla) (Return of Godzilla, The) (1984),Action|Horror|Sci-Fi|Thriller|
2368,King Kong Lives (1986),Adventure|Sci-Fi|
2372,Fletch Lives (1989),Comedy|
2376,View to a Kill, A (1985),Action|Adventure|Thriller|
2380,Police Academy 3: Back in Training (1986),Comedy|Crime|
2384,Babe: Pig in the City (1998),Adventure|Children|Drama|
2388,Steam: The Turkish Bath (Hamam) (1997),Drama|Romance|
2392,Jack Frost (1998),Children|Comedy|Drama|
2396,Shakespeare in Love (1998),Comedy|Drama|Romance|
2400,Prancer (1989),Children|Drama|Fantasy|
2404,Rambo III (1988),Action|Adventure|Thriller|War|
2408,Cocoon: The Return (1988),Comedy|Sci-Fi|
2412,Rocky V (1990),Action|Drama|
2416,Back to School (1986),Comedy|
2420,Karate Kid, The (1984),Drama|
2424,You've Got Mail (1998),Comedy|Romance|
2428,Faculty, The (1998),Horror|Sci-Fi|
2432,Stepmom (1998),Drama|
2436,Tea with Mussolini (1999),Comedy|Drama|War|
2440,Another Day in Paradise (1998),Drama|
2444,24 7: Twenty Four Seven (1997),Comedy|Drama|
2448,Virus (1999),Horror|Sci-Fi|
2452,Gate II: Trespassers, The (1990),Horror|
2456,Fly II, The (1989),Horror|Sci-Fi|
2460,Texas Chainsaw Massacre 2, The (1986),Horror|
2464,Trick or Treat (1986),Horror|
2468,Jumpin' Jack Flash (1986),Action|Comedy|Romance|Thriller|
2472,Tough Guys (1986),Comedy|
2476,Heartbreak Ridge (1986),Action|War|
2480,Dry Cleaning (Nettoyage à sec) (1997),Drama|
2484,Tinseltown (1997),Comedy|Crime|Drama|
2488,Peeping Tom (1960),Drama|Horror|Thriller|
2492,20 Dates (1998),Comedy|Romance|
2496,Blast from the Past (1999),Comedy|Romance|
2500,Jawbreaker (1999),Comedy|
2504,200 Cigarettes (1999),Comedy|Drama|
2508,Breaks, The (1999),Comedy|
2512,Ballad of Narayama, The (Narayama bushiko) (1983),Drama|
2516,Children of the Corn III (1994),Horror|
2520,Airport (1970),Drama|
2524,Towering Inferno, The (1974),Action|Adventure|Drama|Thriller|
2528,Logan's Run (1976),Action|Adventure|Sci-Fi|
2532,Conquest of the Planet of the Apes (1972),Action|Sci-Fi|
2536,Concorde: Airport '79, The (1979),Drama|
2540,Corruptor, The (1999),Action|Crime|Drama|Thriller|
2544,School of Flesh, The (École de la chair, L') (1998),Drama|Romance|
2548,Rage: Carrie 2, The (1999),Horror|
2552,My Boyfriend's Back (1993),Comedy|
2556,Telling You (1998),Comedy|Drama|Romance|
2560,Ravenous (1999),Horror|Thriller|
2564,Empty Mirror, The (1996),Drama|
2568,Mod Squad, The (1999),Action|Crime|
2572,10 Things I Hate About You (1999),Comedy|Romance|
2576,Love, etc. (1996),Drama|
2580,Go (1999),Comedy|Crime|
2584,Foolish (1999),Comedy|
2588,Cloudland (1998),Animation|
2592,Joyriders, The (1999),Drama|
2596,SLC Punk! (1998),Comedy|Drama|
2600,eXistenZ (1999),Action|Sci-Fi|Thriller|
2604,Let it Come Down: The Life of Paul Bowles (1998),Documentary|
2608,Heaven (1998),Thriller|
2612,Mildred Pierce (1945),Drama|Film-Noir|
2616,Dick Tracy (1990),Action|Crime|
2620,This Is My Father (1998),Drama|Romance|
2624,After Life (Wandafuru raifu) (1998),Drama|Fantasy|
2628,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi|
2632,Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965),Adventure|Drama|Mystery|
2636,Mummy's Ghost, The (1944),Horror|
2640,Superman (1978),Action|Adventure|Sci-Fi|
2644,Dracula (1931),Horror|
2649,Son of Frankenstein (1939),Horror|
2653,Son of Dracula (1943),Horror|
2657,Rocky Horror Picture Show, The (1975),Comedy|Horror|Musical|Sci-Fi|
2661,It Came from Outer Space (1953),Sci-Fi|
2665,Earth vs. the Flying Saucers (1956),Sci-Fi|
2669,Pork Chop Hill (1959),War|
2673,Eternity and a Day (Mia aoniotita kai mia mera) (1998),Drama|
2677,Buena Vista Social Club (1999),Documentary|Musical|
2681,Free Enterprise (1998),Comedy|Romance|Sci-Fi|
2685,Red Dwarf, The (Nain rouge, Le) (1998),Comedy|Drama|
2689,Get Bruce (1999),Documentary|
2693,Trekkies (1997),Documentary|
2697,My Son the Fanatic (1997),Comedy|Drama|Romance|
2701,Wild Wild West (1999),Action|Comedy|Sci-Fi|Western|
2705,Late August, Early September (Fin août, début septembre) (1998),Drama|
2709,Muppets From Space (1999),Children|Comedy|
2713,Lake Placid (1999),Horror|Thriller|
2717,Ghostbusters II (1989),Comedy|Fantasy|Sci-Fi|
2721,Trick (1999),Comedy|Romance|
2725,Twin Falls Idaho (1999),Drama|
2729,Lolita (1962),Drama|Romance|
2733,Vibes (1988),Adventure|Comedy|Romance|
2737,Assassination (1987),Action|Drama|Thriller|
2741,No Mercy (1986),Action|Crime|Thriller|
2745,Mission, The (1986),Drama|
2749,Morning After, The (1986),Drama|Mystery|
2753,Bedroom Window, The (1987),Thriller|
2757,Frances (1982),Drama|
2761,Iron Giant, The (1999),Adventure|Animation|Children|Drama|Sci-Fi|
2765,Acid House, The (1998),Comedy|Drama|
2769,Yards, The (2000),Crime|Drama|
2773,Alice and Martin (Alice et Martin) (1998),Drama|
2777,Cobra (1925),Drama|
2781,Tingler, The (1959),Horror|
2785,Tales of Terror (1962),Horror|
2789,Damien: Omen II (1978),Horror|
2793,American Werewolf in Paris, An (1997),Comedy|Horror|Romance|Thriller|
2797,Big (1988),Comedy|Drama|Fantasy|Romance|
2801,Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),Drama|Romance|
2805,Mickey Blue Eyes (1999),Comedy|Romance|
2809,Love Stinks (1999),Comedy|
2813,Source, The (1999),Documentary|
2817,Aces: Iron Eagle III (1992),Action|
2821,Male and Female (1919),Adventure|Drama|
2825,Rosie (1998),Drama|
2829,Muse, The (1999),Comedy|
2833,Lucie Aubrac (1997),Romance|War|
2837,Bedrooms & Hallways (1998),Comedy|Romance|
2841,Stir of Echoes (1999),Horror|Mystery|Thriller|
2845,Whiteboyz (1999),Comedy|Drama|
2849,Queens Logic (1991),Comedy|Drama|
2853,Alice, Sweet Alice (a.k.a. Communion) (a.k.a. Holy Terror) (1976),Horror|Mystery|
2857,Yellow Submarine (1968),Adventure|Animation|Comedy|Fantasy|Musical|
2861,For Love of the Game (1999),Comedy|Drama|
2865,Sugar Town (1999),Comedy|
2869,Separation, The (Séparation, La) (1994),Drama|
2873,Lulu on the Bridge (1998),Drama|Mystery|Romance|
2877,Tommy (1975),Drama|Musical|
2881,Double Jeopardy (1999),Action|Crime|Drama|Thriller|
2885,Guinevere (1999),Drama|Romance|
2889,Mystery, Alaska (1999),Children|Comedy|
2893,Plunkett & MaCleane (1999),Action|Adventure|Drama|
2897,And the Ship Sails On (E la nave va) (1983),Comedy|War|
2901,Phantasm (1979),Horror|Sci-Fi|
2905,Sanjuro (Tsubaki Sanjûrô) (1962),Action|Adventure|Drama|
2909,Five Wives, Three Secretaries and Me (1998),Documentary|
2913,Mating Habits of the Earthbound Human, The (1999),Comedy|Sci-Fi|
2917,Body Heat (1981),Crime|Thriller|
2921,High Plains Drifter (1973),Western|
2925,Conformist, The (Conformista, Il) (1970),Drama|
2929,Reds (1981),Drama|Romance|
2933,Fire Within, The (Feu follet, Le) (1963),Drama|
2937,Palm Beach Story, The (1942),Comedy|
2941,South Pacific (1958),Musical|Romance|War|
2945,Mike's Murder (1984),Mystery|
2949,Dr. No (1962),Action|Adventure|Thriller|
2953,Home Alone 2: Lost in New York (1992),Children|Comedy|
2957,Sparrows (1926),Drama|
2961,Story of Us, The (1999),Comedy|Drama|
2965,Omega Code, The (1999),Action|
2969,Man and a Woman, A (Un homme et une femme) (1966),Drama|Romance|
2973,Crimes and Misdemeanors (1989),Comedy|Crime|Drama|
2977,Crazy in Alabama (1999),Comedy|Drama|
2981,Brother, Can You Spare a Dime? (1975),Documentary|
2985,RoboCop (1987),Action|Crime|Drama|Sci-Fi|Thriller|
2989,For Your Eyes Only (1981),Action|Adventure|Thriller|
2993,Thunderball (1965),Action|Adventure|Thriller|
2997,Being John Malkovich (1999),Comedy|Drama|Fantasy|
3001,Suburbans, The (1999),Drama|
3005,Bone Collector, The (1999),Thriller|
3009,Portraits Chinois (1996),Drama|
3013,Bride of Re-Animator (1990),Comedy|Horror|
3017,Creepshow 2 (1987),Horror|
3021,Funhouse, The (1981),Horror|
3025,Rough Night in Jericho (1967),Western|
3030,Yojimbo (1961),Action|Adventure|
3034,Robin Hood (1973),Adventure|Animation|Children|Comedy|Musical|
3038,Face in the Crowd, A (1957),Drama|
3042,Meatballs III (1987),Comedy|
3046,Incredibly True Adventure of Two Girls in Love, The (1995),Comedy|Romance|
3050,Light It Up (1999),Drama|
3054,Pokémon: The First Movie (1998),Adventure|Animation|Children|Fantasy|Sci-Fi|
3058,Ape, The (1940),Horror|Sci-Fi|
3062,Longest Day, The (1962),Action|Drama|War|
3066,Tora! Tora! Tora! (1970),Action|Drama|War|
3070,Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984),Adventure|Comedy|Sci-Fi|
3074,Jeremiah Johnson (1972),Western|
3078,Liberty Heights (1999),Drama|
3082,World Is Not Enough, The (1999),Action|Adventure|Thriller|
3086,March of the Wooden Soldiers (a.k.a. Babes in Toyland) (1934),Children|Comedy|Fantasy|
3090,Matewan (1987),Drama|
3094,Maurice (1987),Drama|Romance|
3098,Natural, The (1984),Drama|
3102,Jagged Edge (1985),Crime|Romance|Thriller|
3106,Come See the Paradise (1990),Drama|Romance|
3110,Country (1984),Drama|
3114,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy|
3118,Tumbleweeds (1999),Drama|
3122,Santa Fe Trail (1940),Drama|Romance|Western|
3126,End of the Affair, The (1955),Drama|
3130,Bonfire of the Vanities (1990),Comedy|Crime|Drama|
3134,Grand Illusion (La grande illusion) (1937),Drama|War|
3138,Stealing Home (1988),Drama|
3142,U2: Rattle and Hum (1988),Documentary|Musical|
3146,Deuce Bigalow: Male Gigolo (1999),Comedy|
3150,War Zone, The (1999),Drama|Thriller|
3154,Blood on the Sun (1945),Drama|War|
3158,Emperor and the Assassin, The (Jing ke ci qin wang) (1999),Drama|
3162,Simpatico (1999),Comedy|Drama|
3166,Brenda Starr (1989),Adventure|
3170,Hi-Yo Silver (1940),Western|
3174,Man on the Moon (1999),Comedy|Drama|
3178,Hurricane, The (1999),Drama|
3182,Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999),Documentary|
3186,Girl, Interrupted (1999),Drama|
3190,Supernova (2000),Adventure|Sci-Fi|Thriller|
3194,Way We Were, The (1973),Drama|Romance|
3198,Papillon (1973),Crime|Drama|
3202,Even Dwarfs Started Small (Auch Zwerge haben klein angefangen) (1971),Drama|Horror|
3206,Against All Odds (1984),Romance|
3210,Fast Times at Ridgemont High (1982),Comedy|Drama|Romance|
3214,American Flyers (1985),Drama|
3218,Poison (1991),Drama|
3222,Carmen (1984),Drama|
3226,Hellhounds on My Trail (1999),Documentary|
3230,Odessa File, The (1974),Thriller|
3234,Train Ride to Hollywood (1975),Comedy|Fantasy|Musical|
3238,Eye of the Beholder (1999),Thriller|
3242,Santitos (1999),Comedy|
3246,Malcolm X (1992),Drama|
3250,Alive (1993),Drama|
3254,Wayne's World 2 (1993),Comedy|
3258,Death Becomes Her (1992),Comedy|Fantasy|
3262,Twin Peaks: Fire Walk with Me (1992),Crime|Drama|Mystery|Thriller|
3266,Man Bites Dog (C'est arrivé près de chez vous) (1992),Comedy|Crime|Drama|Thriller|
3270,Cutting Edge, The (1992),Comedy|Drama|Romance|
3274,Single White Female (1992),Drama|Thriller|
3278,Gendernauts (1999),Documentary|
3282,Different for Girls (1996),Comedy|
3286,Snow Day (2000),Comedy|
3290,Soft Toilet Seats (1999),Comedy|
3294,Eaten Alive (1977),Horror|
3298,Boiler Room (2000),Crime|Drama|Thriller|
3302,Beautiful People (1999),Comedy|
3306,Circus, The (1928),Comedy|
3310,Kid, The (1921),Comedy|Drama|
3314,Big Trees, The (1952),Action|Drama|
3318,Deterrence (1999),Drama|Thriller|
3322,3 Strikes (2000),Comedy|
3326,What Planet Are You From? (2000),Comedy|Sci-Fi|
3330,Splendor in the Grass (1961),Drama|Romance|
3334,Key Largo (1948),Crime|Drama|Film-Noir|Thriller|
3338,For All Mankind (1989),Documentary|
3342,Birdy (1984),Drama|War|
3346,Color Me Blood Red (1965),Horror|
3350,Raisin in the Sun, A (1961),Drama|
3354,Mission to Mars (2000),Sci-Fi|
3358,Defending Your Life (1991),Comedy|Drama|Fantasy|Romance|
3362,Dog Day Afternoon (1975),Crime|Drama|
3367,Devil's Brigade, The (1968),War|
3371,Bound for Glory (1976),Drama|
3375,Destination Moon (1950),Sci-Fi|
3379,On the Beach (1959),Drama|
3383,Big Fella (1937),Drama|Musical|
3387,Who's Harry Crumb? (1989),Comedy|Mystery|
3391,Who's That Girl? (1987),Comedy|
3395,Nadine (1987),Comedy|
3399,Sesame Street Presents Follow That Bird (1985),Children|Comedy|
3403,Raise the Titanic (1980),Drama|Thriller|
3407,Carriers Are Waiting, The (Convoyeurs attendent, Les) (1999),Comedy|Drama|
3411,Babymother (1998),Drama|
3415,Mirror, The (Zerkalo) (1975),Drama|
3420,...And Justice for All (1979),Drama|Thriller|
3424,Do the Right Thing (1989),Drama|
3428,Champ, The (1979),Drama|
3432,Death Wish 3 (1985),Action|Drama|
3436,Dying Young (1991),Drama|Romance|
3440,Teenage Mutant Ninja Turtles III (1993),Action|Adventure|Children|Comedy|Fantasy|
3444,Bloodsport (1988),Action|
3448,Good Morning, Vietnam (1987),Comedy|Drama|War|
3452,Romeo Must Die (2000),Action|Crime|Romance|Thriller|
3456,Color of Paradise, The (Rang-e khoda) (1999),Drama|
3460,Hillbillys in a Haunted House (1967),Comedy|
3464,Solar Crisis (1990),Sci-Fi|Thriller|
3468,Hustler, The (1961),Drama|
3472,Horror Hotel (a.k.a. City of the Dead, The) (1960),Horror|Thriller|
3476,Jacob's Ladder (1990),Horror|Mystery|
3480,Lucas (1986),Drama|Romance|
3485,Autopsy (Macchie Solari) (1975),Horror|
3489,Hook (1991),Adventure|Comedy|Fantasy|
3493,Torso (1973),Horror|Mystery|Thriller|
3497,Max Dugan Returns (1983),Comedy|
3501,Murphy's Romance (1985),Comedy|Romance|
3505,No Way Out (1987),Drama|Mystery|Thriller|
3509,Black and White (1999),Drama|
3513,Rules of Engagement (2000),Drama|Thriller|
3517,Bells, The (1926),Crime|Drama|
3521,Mystery Train (1989),Comedy|Drama|
3525,Bachelor Party (1984),Comedy|
3529,Postman Always Rings Twice, The (1981),Crime|Thriller|
3534,28 Days (2000),Drama|
3538,East is East (1999),Comedy|
3542,Coming Apart (1969),Drama|
3546,What Ever Happened to Baby Jane? (1962),Drama|Horror|Thriller|
3550,Hunger, The (1983),Horror|
3554,Love and Basketball (2000),Drama|Romance|
3558,Law, The (a.k.a. Where the Hot Wind Blows!) (Legge, La) (1958),Drama|
3562,Committed (2000),Comedy|Drama|
3566,Big Kahuna, The (2000),Comedy|Drama|
3570,Last September, The (1999),Drama|
3574,Carnosaur 3: Primal Species (1996),Horror|Sci-Fi|
3578,Gladiator (2000),Action|Adventure|Drama|
3582,Jails, Hospitals & Hip-Hop (2000),Comedy|Documentary|Drama|
3586,Idolmaker, The (1980),Drama|
3590,Lords of Flatbush, The (1974),Comedy|Drama|
3594,Center Stage (2000),Drama|Musical|
3598,Hamlet (2000),Crime|Drama|Romance|Thriller|
3602,G. I. Blues (1960),Comedy|Musical|Romance|
3606,On the Town (1949),Comedy|Musical|Romance|
3610,Roustabout (1964),Drama|Musical|Romance|
3614,Honeymoon in Vegas (1992),Comedy|Romance|
3618,Small Time Crooks (2000),Comedy|Crime|
3622,Twelve Chairs, The (1970),Comedy|
3626,8 ½ Women (a.k.a. 8 1/2 Women) (a.k.a. Eight and a Half Women) (1999),Comedy|
3630,House of Exorcism, The (a.k.a. Lisa and the Devil) (Casa dell'esorcismo, La) (1973),Horror|
3634,Seven Days in May (1964),Thriller|
3638,Moonraker (1979),Action|Adventure|Sci-Fi|Thriller|
3642,In Old California (1942),Western|
3646,Big Momma's House (2000),Comedy|
3650,Anguish (Angustia) (1987),Horror|
3654,Guns of Navarone, The (1961),Action|Adventure|Drama|War|
3658,Quatermass and the Pit (1967),Horror|Sci-Fi|
3662,Puppet Master III: Toulon's Revenge (1991),Horror|Sci-Fi|Thriller|
3666,Retro Puppet Master (Puppet Master 7) (1999),Horror|Sci-Fi|Thriller|
3670,Story of G.I. Joe (1945),War|
3674,For the Love of Benji (1977),Adventure|Children|Comedy|Drama|
3678,Man with the Golden Arm, The (1955),Drama|
3682,Magnum Force (1973),Action|Crime|Drama|Thriller|
3686,Flatliners (1990),Horror|Sci-Fi|Thriller|
3690,Porky's Revenge (1985),Comedy|
3694,Toxic Avenger, Part II, The (1989),Comedy|Horror|
3698,Running Man, The (1987),Action|Sci-Fi|
3702,Mad Max (1979),Action|Adventure|Sci-Fi|
3706,Angel Heart (1987),Film-Noir|Horror|Mystery|Thriller|
3710,Action Jackson (1988),Action|Comedy|Crime|Thriller|
3714,Clara's Heart (1988),Drama|
3718,American Pimp (1999),Documentary|
3722,American Virgin (2000),Comedy|
3726,Assault on Precinct 13 (1976),Action|Thriller|
3730,Conversation, The (1974),Drama|Mystery|
3734,Prince of the City (1981),Drama|
3738,Sugarland Express, The (1974),Drama|
3742,Battleship Potemkin (1925),Drama|War|
3746,Butterfly (La lengua de las mariposas) (1999),Drama|
3750,Boricua's Bond (2000),Drama|
3754,Adventures of Rocky and Bullwinkle, The (2000),Adventure|Animation|Children|Comedy|Fantasy|
3758,Communion (1989),Drama|Sci-Fi|Thriller|
3762,Daughter of Dr. Jeckyll (1957),Horror|
3766,Missing in Action (1984),Action|War|
3770,Dreamscape (1984),Horror|Sci-Fi|Thriller|
3774,House Party 2 (1991),Comedy|Drama|Romance|
3778,On Our Merry Way (1948),Comedy|Drama|
3782,Shaft's Big Score! (1972),Action|Crime|
3786,But I'm a Cheerleader (1999),Comedy|
3790,Groove (2000),Drama|
3794,Chuck & Buck (2000),Comedy|Drama|
3798,What Lies Beneath (2000),Drama|Horror|Mystery|
3802,Freejack (1992),Action|Sci-Fi|
3806,Mackenna's Gold (1969),Western|
3810,White Sands (1992),Drama|Thriller|
3814,Love and Death (1975),Comedy|
3819,Tampopo (1985),Comedy|
3823,Wonderland (1999),Drama|
3827,Space Cowboys (2000),Action|Adventure|Comedy|Sci-Fi|
3831,Saving Grace (2000),Comedy|
3835,Crush, The (1993),Thriller|
3839,Phantasm IV: Oblivion (1998),Horror|
3844,Steel Magnolias (1989),Drama|
3848,Silent Fall (1994),Drama|Thriller|
3852,Tao of Steve, The (2000),Comedy|
3856,Autumn Heart, The (1999),Drama|
3860,Opportunists, The (2000),Comedy|Crime|Drama|
3864,Godzilla 2000 (Gojira ni-sen mireniamu) (1999),Action|Adventure|Sci-Fi|
3868,Naked Gun: From the Files of Police Squad!, The (1988),Action|Comedy|Crime|Romance|
3872,Suddenly, Last Summer (1959),Drama|
3876,Jerry and Tom (1998),Comedy|Crime|Drama|
3880,Ballad of Ramblin' Jack, The (2000),Documentary|
3884,Crew, The (2000),Comedy|
3888,Skipped Parts (2000),Drama|Romance|
3892,Anatomy (Anatomie) (2000),Horror|
3896,Way of the Gun, The (2000),Crime|Thriller|
3900,Crime and Punishment in Suburbia (2000),Comedy|Drama|
3904,Uninvited Guest (1999),Drama|
3908,Urban Legends: Final Cut (2000),Horror|
3912,Beautiful (2000),Comedy|Drama|
3916,Remember the Titans (2000),Drama|
3920,Faraway, So Close (In weiter Ferne, so nah!) (1993),Drama|Fantasy|Mystery|Romance|
3924,Pajama Party (1964),Comedy|
3928,Abbott and Costello Meet Frankenstein (1948),Comedy|Horror|
3932,Invisible Man, The (1933),Horror|Sci-Fi|
3937,Runaway (1984),Sci-Fi|Thriller|
3941,Sorority House Massacre (1986),Horror|
3945,Digimon: The Movie (2000),Adventure|Animation|Children|
3949,Requiem for a Dream (2000),Drama|
3953,Dr. T and the Women (2000),Comedy|Romance|
3957,Billy Jack (1971),Action|Drama|
3961,Ghoulies (1985),Horror|
3965,Strange Love of Martha Ivers, The (1946),Drama|Film-Noir|
